image,name,yelpLink,reviewCount,dollarAmount,foodType,neighborhood,address,city,phone,rating
https://s3-media4.fl.yelpcdn.com/bphoto/q9AED_tuasVqylOuuZ8ZWw/90s.jpg,Sticky Fingers Ribhouse,https://www.yelp.com/biz/sticky-fingers-ribhouse-charleston-2?osq=Restaurants,255,$$,Barbeque,Ansonborough,235 Meeting St,"Charleston, SC 29401",(843) 853-7427,3.5
https://s3-media4.fl.yelpcdn.com/bphoto/ChjxQOh9Iy-QzT18Er-TUA/90s.jpg,Hyman's Seafood,https://www.yelp.com/biz/hymans-seafood-charleston-2?osq=Restaurants,982,$$,Seafood,Ansonborough,215 Meeting St,"Charleston, SC 29401",(843) 723-6000,3.5
https://s3-media4.fl.yelpcdn.com/bphoto/67gtKglwaVlggAv_Qjpipw/90s.jpg,Eleve,https://www.yelp.com/biz/eleve-charleston-3?osq=Restaurants,33,$$,American,Ansonborough,55 Wentworth St,"Charleston, SC 29401",(843) 724-4144,4
https://s3-media3.fl.yelpcdn.com/bphoto/j3kBS1WtZKtt-Q8VbKYIxQ/90s.jpg,Cane Rhum Bar,https://www.yelp.com/biz/cane-rhum-bar-charleston?osq=Restaurants,34,$$,Caribbean,Ansonborough,251 E Bay St,"Charleston, SC 29401",(843) 277-2764,4
https://s3-media4.fl.yelpcdn.com/bphoto/xav2t1-6lme5iUG1c_ze9w/90s.jpg,Market Street Deli & Salads,https://www.yelp.com/biz/market-street-deli-and-salads-charleston?osq=Restaurants,37,$,Sandwiches,Ansonborough,76 N Market St,"Charleston, SC 29401",(843) 577-8830,4
https://s3-media2.fl.yelpcdn.com/bphoto/H04UDzczXSDBrc9_yXfWng/90s.jpg,Anson Restaurant,https://www.yelp.com/biz/anson-restaurant-charleston?osq=Restaurants,173,$$$,Seafood,Ansonborough,12 Anson St,"Charleston, SC 29401",(843) 577-0551,4
https://s3-media2.fl.yelpcdn.com/bphoto/eqGAMKmsnQpk7VSggxFG-Q/90s.jpg,5Church,https://www.yelp.com/biz/5church-charleston?osq=Restaurants,218,$$,American,Ansonborough,32 N Market St,"Charleston, SC 29401",(843) 937-8666,4
https://s3-media1.fl.yelpcdn.com/bphoto/3hpivI6XDwxTN-fgW461kw/90s.jpg,Hank's Seafood Restaurant,https://www.yelp.com/biz/hanks-seafood-restaurant-charleston?osq=Restaurants,500,$$$,Seafood,Ansonborough,10 Hayne St,"Charleston, SC 29401",(843) 723-3474,4
https://s3-media2.fl.yelpcdn.com/bphoto/ZdMexOpRDJDllxJLyypCnQ/90s.jpg,Jestine's Kitchen,https://www.yelp.com/biz/jestines-kitchen-charleston?osq=Restaurants,624,$$,Southern,Ansonborough,52 1/2 Wentworth St,"Charleston, SC 29401",(843) 722-7224,4
https://s3-media3.fl.yelpcdn.com/bphoto/bApzf02tIb5Rpvj1U1gCYA/90s.jpg,Zero Restaurant + Bar,https://www.yelp.com/biz/zero-restaurant-bar-charleston-2?osq=Restaurants,31,$$$,American,Ansonborough,0 George St,"Charleston, SC 29401",(843) 817-7900,4.5
https://s3-media4.fl.yelpcdn.com/bphoto/lPKq5MJaWYMGNUZkbCVjdA/90s.jpg,Shiki,https://www.yelp.com/biz/shiki-charleston?osq=Restaurants,47,$$,Japanese,Ansonborough,334 E Bay St,"Charleston, SC 29401",(843) 720-8568,4.5
https://s3-media3.fl.yelpcdn.com/bphoto/aWs8zpQGs99ViwNyCWcBeg/90s.jpg,Ted's Butcherblock,https://www.yelp.com/biz/teds-butcherblock-charleston?osq=Restaurants,116,$$,Meat Shops,Ansonborough,334 East Bay St,"Charleston, SC 29401",(843) 577-0094,4.5
https://s3-media4.fl.yelpcdn.com/bphoto/1C4RyLmlkhIh806EOdoFiw/90s.jpg,Burwell's Stone Fire Grill,https://www.yelp.com/biz/burwells-stone-fire-grill-charleston?osq=Restaurants,185,$$$,American,Ansonborough,14 N Market St,"Charleston, SC 29401",(843) 737-8700,4.5
https://s3-media2.fl.yelpcdn.com/bphoto/EundkLlApTC2o8yX9C1xLg/90s.jpg,Peninsula Grill,https://www.yelp.com/biz/peninsula-grill-charleston?osq=Restaurants,285,$$$$,American,Ansonborough,112 N Market St,"Charleston, SC 29401",(843) 723-0700,4.5
https://s3-media1.fl.yelpcdn.com/bphoto/lJwSt4wxf07bN_KpdvzJYg/90s.jpg,Cru Cafe,https://www.yelp.com/biz/cru-caf%C3%A9-charleston-2?osq=Restaurants,650,$$,American,Ansonborough,18 Pinckney St,"Charleston, SC 29401",(843) 534-2434,4.5
https://s3-media1.fl.yelpcdn.com/bphoto/z9X1vLerCL90A8E98xP3Vg/90s.jpg,FIG,https://www.yelp.com/biz/fig-charleston?osq=Restaurants,744,$$$,American,Ansonborough,232 Meeting St,"Charleston, SC 29401",(843) 805-5900,4.5
https://s3-media4.fl.yelpcdn.com/bphoto/mPK4kjcwblquvv861pHZDg/90s.jpg,167 Raw,https://www.yelp.com/biz/167-raw-charleston-2?osq=Restaurants,1074,$$,Seafood,Ansonborough,289 E Bay St,"Charleston, SC 29401",(843) 579-4997,4.5
https://s3-media2.fl.yelpcdn.com/bphoto/Il7fSeTRqCu2fqTuGlNCWg/90s.jpg,Aaron's Deli,https://www.yelp.com/biz/aarons-deli-charleston?osq=Restaurants,2,,Delis,Ansonborough,213 Meeting St,"Charleston, SC 29401",(843) 723-6000,5
https://s3-media2.fl.yelpcdn.com/bphoto/KKTvPbbB6sZPHr2Dj5wH1A/90s.jpg,Thoroughbred Club,https://www.yelp.com/biz/thoroughbred-club-charleston?osq=Restaurants,28,$$,Bars,Ansonborough,205 Meeting St,"Charleston, SC 29401",(843) 722-4900,4
https://s3-media2.fl.yelpcdn.com/bphoto/CWPKZ62oqi5b7fsUE2G5Og/90s.jpg,The Palmetto Cafe,https://www.yelp.com/biz/the-palmetto-cafe-charleston?osq=Restaurants,57,$$$,American,Ansonborough,205 Meeting St,"Charleston, SC 29401",(843) 722-4900,4.5
https://s3-media4.fl.yelpcdn.com/bphoto/GS-mXLucWM9WPUtqRYuBFA/90s.jpg,24 North Market,https://www.yelp.com/biz/24-north-market-charleston?osq=Restaurants,1,,Restaurants,Ansonborough,24 North Market St,"Charleston, SC 29401",(843) 727-3500,5
https://s3-media4.fl.yelpcdn.com/bphoto/9TXMgO5DSv3B1s4ebnLceg/90s.jpg,Peking Gourmet Chinese Restaurant,https://www.yelp.com/biz/peking-gourmet-chinese-restaurant-charleston?osq=Restaurants,7,,Chinese,Cannonborough,555 King St,"Charleston, SC 29403",(843) 577-7226,2
https://s3-media4.fl.yelpcdn.com/bphoto/say1NnrCGZVyJOig9nzNqg/90s.jpg,Nacha Mama's Taqueria,https://www.yelp.com/biz/nacha-mamas-taqueria-charleston?osq=Restaurants,4,,New Mexican Cuisine,Cannonborough,100 Spring St,"Charleston, SC 29403",,2.5
https://s3-media3.fl.yelpcdn.com/bphoto/kv5SRgz5VSsvPWnQj_Vn_A/90s.jpg,King Street Public House,https://www.yelp.com/biz/king-street-public-house-charleston?osq=Restaurants,38,$$,Gastropubs,Cannonborough,549 King St,"Charleston, SC 29403",(843) 793-3465,3
https://s3-media3.fl.yelpcdn.com/bphoto/lbiKxfGbgvXA5-L69uylYw/90s.jpg,HoM Charleston,https://www.yelp.com/biz/hom-charleston-charleston-2?osq=Restaurants,144,$$,Burgers,Cannonborough,563 King St,"Charleston, SC 29403",(843) 573-7505,3.5
https://s3-media2.fl.yelpcdn.com/bphoto/5lOWGdTpKcNO5IswQcaeMQ/90s.jpg,Seafood Alley,https://www.yelp.com/biz/seafood-alley-charleston-2?osq=Restaurants,7,$,Seafood,Cannonborough,35 Spring St,"Charleston, SC 29403",(843) 724-8257,4
https://s3-media2.fl.yelpcdn.com/bphoto/lLZbulZmrJu7TYgL6t_Mpw/90s.jpg,Cutty Bar & Grill,https://www.yelp.com/biz/cutty-bar-and-grill-charleston?osq=Restaurants,18,$,American,Cannonborough,227 Saint Philip St,"Charleston, SC 29403",,4
https://s3-media2.fl.yelpcdn.com/bphoto/wdReU3bLuTvMBtPa_VksbA/90s.jpg,Platia Greek Food Truck,https://www.yelp.com/biz/platia-greek-food-truck-charleston?osq=Restaurants,22,$,Greek,Cannonborough,595 King St,"Charleston, SC 29403",(843) 882-7443,4
https://s3-media2.fl.yelpcdn.com/bphoto/GvDf0mJ0aWF0xNf5dyzFzA/90s.jpg,Midtown Grill,https://www.yelp.com/biz/midtown-grill-charleston?osq=Restaurants,26,$,Southern,Cannonborough,559 Upper King St,"Charleston, SC 29401",(843) 737-4284,4
https://s3-media3.fl.yelpcdn.com/bphoto/ngK76XYuOXh6xWMHVr1hrg/90s.jpg,Ladles Homemade Soups - Downtown,https://www.yelp.com/biz/ladles-homemade-soups-downtown-charleston?osq=Restaurants,34,$,Soup,Cannonborough,68 Cannon St,"Charleston, SC 29403",(843) 579-2855,4
https://s3-media3.fl.yelpcdn.com/bphoto/Yso-gxh_5X8JjzGeHWMZZA/90s.jpg,Cannon Green,https://www.yelp.com/biz/cannon-green-charleston-2?osq=Restaurants,82,$$,Mediterranean,Cannonborough,103 Spring St,"Charleston, SC 29403",(843) 817-7311,4
https://s3-media2.fl.yelpcdn.com/bphoto/NCY5ztqA02G4Ggb3No-GVw/90s.jpg,The Alley,https://www.yelp.com/biz/the-alley-charleston-2?osq=Restaurants,92,$$,American,Cannonborough,131 Columbus St,"Charleston, SC 29403",(843) 818-4080,4
https://s3-media3.fl.yelpcdn.com/bphoto/m82yZd_pOh8UMVO-oofyNg/90s.jpg,Warehouse,https://www.yelp.com/biz/warehouse-charleston?osq=Restaurants,98,$$,Bars,Cannonborough,45 1/2 Spring St,"Charleston, SC 29403",(843) 202-0712,4
https://s3-media1.fl.yelpcdn.com/bphoto/1DWPolyoF8y8KTOeCQNYUw/90s.jpg,Indaco,https://www.yelp.com/biz/indaco-charleston?osq=Restaurants,189,$$,Italian,Cannonborough,526 King St,"Charleston, SC 29403",(843) 727-1228,4
https://s3-media4.fl.yelpcdn.com/bphoto/UZ1zJR8bwFqNDTT_SptjJA/90s.jpg,D'Allesandro's Pizza,https://www.yelp.com/biz/d-allesandros-pizza-charleston-2?osq=Restaurants,222,$$,Pizza,Cannonborough,229 St Philip St,"Charleston, SC 29403",(843) 853-6337,4
https://s3-media4.fl.yelpcdn.com/bphoto/VqhGnBPS0_EN0nzHZUFHHw/90s.jpg,The Grocery,https://www.yelp.com/biz/the-grocery-charleston?osq=Restaurants,243,$$$,American,Cannonborough,4 Cannon St,"Charleston, SC 29403",(843) 302-8825,4
https://s3-media4.fl.yelpcdn.com/bphoto/mMjsv0EY9tC9wQr-tCq_ng/90s.jpg,The Ordinary,https://www.yelp.com/biz/the-ordinary-charleston?osq=Restaurants,295,$$$,Seafood,Cannonborough,544 King St,"Charleston, SC 29403",(843) 414-7060,4
https://s3-media3.fl.yelpcdn.com/bphoto/Y-fBt9yDVRgTGY1LzKICFg/90s.jpg,Xiao Bao Biscuit,https://www.yelp.com/biz/xiao-bao-biscuit-charleston?osq=Restaurants,295,$$,Asian Fusion,Cannonborough,224 Rutledge Ave,"Charleston, SC 29403",,4
https://s3-media3.fl.yelpcdn.com/bphoto/pkYdhHF5ANHlsAGVXYUHlQ/90s.jpg,Fuel,https://www.yelp.com/biz/fuel-charleston-2?osq=Restaurants,297,$$,Caribbean,Cannonborough,211 Rutledge Ave,"Charleston, SC 29403",(843) 737-5959,4
https://s3-media4.fl.yelpcdn.com/bphoto/8ALR31etn4hmUCn0T2nXKg/90s.jpg,Prohibition,https://www.yelp.com/biz/prohibition-charleston?osq=Restaurants,370,$$,Cocktail Bars,Cannonborough,547 King St,"Charleston, SC 29403",(843) 793-2964,4
https://s3-media1.fl.yelpcdn.com/bphoto/4Wgasx61N8ZoS9RdPsFFTw/90s.jpg,Hominy Grill,https://www.yelp.com/biz/hominy-grill-charleston?osq=Restaurants,1613,$$,Southern,Cannonborough,207 Rutledge Ave,"Charleston, SC 29403",(843) 937-0930,4
https://s3-media3.fl.yelpcdn.com/bphoto/k4gDRmEw1BE5SbQGhTnR8w/90s.jpg,Pizza King,https://www.yelp.com/biz/pizza-king-charleston?osq=Restaurants,11,$,Pizza,Cannonborough,559 King St,"Charleston, SC 29403",(843) 718-2797,4.5
https://s3-media3.fl.yelpcdn.com/bphoto/NKQwYo9NYkJ8Y-jXImb0gQ/90s.jpg,Eclectic Cafe & Vinyl,https://www.yelp.com/biz/eclectic-cafe-and-vinyl-charleston?osq=Restaurants,12,$,Bars,Cannonborough,132 Spring St,"Charleston, SC 29403",(843) 202-0666,4.5
https://s3-media1.fl.yelpcdn.com/bphoto/TkbVmNcW5obgGAxvgTWo7A/90s.jpg,Chez Nous,https://www.yelp.com/biz/chez-nous-charleston?osq=Restaurants,86,$$$,French,Cannonborough,6 Payne Ct,"Charleston, SC 29403",(843) 579-3060,4.5
https://s3-media1.fl.yelpcdn.com/bphoto/a1gYJu-kUUnZjyVUzVZ-oQ/90s.jpg,Trattoria Lucca,https://www.yelp.com/biz/trattoria-lucca-charleston?osq=Restaurants,115,$$$,Italian,Cannonborough,41-A Bogard St,"Charleston, SC 29403",(843) 973-3323,4.5
https://s3-media3.fl.yelpcdn.com/bphoto/9ojpCeWSm1_vj1L0pCJ-Ow/90s.jpg,Artisan Meat Share,https://www.yelp.com/biz/artisan-meat-share-charleston?osq=Restaurants,124,$$,Delis,Cannonborough,33 Spring St,"Charleston, SC 29403",(843) 641-7299,4.5
https://s3-media3.fl.yelpcdn.com/bphoto/eaR7xYtfEjGncnArBQQnqA/90s.jpg,Sunrise Bistro Xpress,https://www.yelp.com/biz/sunrise-bistro-xpress-charleston?osq=Restaurants,130,$,Breakfast & Brunch,Cannonborough,116 A Spring St,"Charleston, SC 29403",(843) 297-4509,4.5
https://s3-media3.fl.yelpcdn.com/bphoto/xiVcdyzYTo6Go_Fu3AuLwg/90s.jpg,Barsa,https://www.yelp.com/biz/barsa-charleston?osq=Restaurants,150,$$,Tapas Bars,Cannonborough,630 King St,"Charleston, SC 29403",(843) 577-5393,4.5
https://s3-media3.fl.yelpcdn.com/bphoto/PNz8PFQq7Fp7NDbyyytkKQ/90s.jpg,R Kitchen,https://www.yelp.com/biz/r-kitchen-charleston?osq=Restaurants,183,$$,American,Cannonborough,212 Rutledge Ave,"Charleston, SC 29403",(843) 789-4342,4.5
https://s3-media2.fl.yelpcdn.com/bphoto/4wVxJQG5niWHCEB4RtWKJg/90s.jpg,Five Loaves Cafe,https://www.yelp.com/biz/five-loaves-cafe-charleston?osq=Restaurants,340,$$,Breakfast & Brunch,Cannonborough,43 Cannon St,"Charleston, SC 29401",(843) 937-4303,4.5
https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Bojangles,https://www.yelp.com/biz/bojangles-charleston-2?osq=Restaurants,2,$,Chicken Shop,Daniel Island,2514 Clements Ferry Rd,"Charleston, SC 29492",(843) 849-7857,2
https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Subway,https://www.yelp.com/biz/subway-charleston-53?osq=Restaurants,2,,Fast Food,Daniel Island,2030 Wambaw Crk,"Charleston, SC 29492",(843) 216-7744,3
https://s3-media1.fl.yelpcdn.com/bphoto/daOIt3VAkr3QbP67Po8VwQ/90s.jpg,Honeycomb Cafe,https://www.yelp.com/biz/honeycomb-cafe-charleston-2?osq=Restaurants,50,$$,American,Daniel Island,162 Seven Farms Dr,"Charleston, SC 29492",(843) 881-8686,3
https://s3-media3.fl.yelpcdn.com/bphoto/Ca3iE3MdZDmDOduJ5Ol5pw/90s.jpg,Daniel Island Grille,https://www.yelp.com/biz/daniel-island-grille-daniel-island?osq=Restaurants,75,$$,American,Daniel Island,259 Seven Farms Rd,"Daniel Island, SC 29492",(843) 377-8750,3
https://s3-media1.fl.yelpcdn.com/bphoto/tBCIeLvSTn1PUvUSSSw9ig/90s.jpg,Tailgators Bar & Grill,https://www.yelp.com/biz/tailgators-bar-and-grill-charleston?osq=Restaurants,16,$$,Sports Bars,Daniel Island,1937 Clements Ferry Rd,"Charleston, SC 29492",(843) 388-0030,3.5
https://s3-media2.fl.yelpcdn.com/bphoto/eQlz5AFG2jXHiY-0h1WPBQ/90s.jpg,Ristorante LIDI,https://www.yelp.com/biz/ristorante-lidi-daniel-island?osq=Restaurants,57,$$,Italian,Daniel Island,901 Island Park Dr,"Daniel Island, SC 29492",(843) 471-1597,3.5
https://s3-media3.fl.yelpcdn.com/bphoto/I5MfE8lpfIxC5uBDiP1M8g/90s.jpg,Agave's Mexican Cantina,https://www.yelp.com/biz/agaves-mexican-cantina-charleston?osq=Restaurants,65,$$,Mexican,Daniel Island,885 Island Park Dr,"Charleston, SC 29492",(843) 971-6790,3.5
https://s3-media1.fl.yelpcdn.com/bphoto/OFekTlrUNPRUf9PMQzoRXw/90s.jpg,The Islander,https://www.yelp.com/biz/the-islander-daniel-island?osq=Restaurants,71,$$,American,Daniel Island,160-B Fairchild St,"Daniel Island, SC 29492",(843) 388-6366,3.5
https://s3-media1.fl.yelpcdn.com/bphoto/hTMNMuk6xG5siKI-iZbuZQ/90s.jpg,Wasabi of Daniel Island,https://www.yelp.com/biz/wasabi-of-daniel-island-charleston?osq=Restaurants,74,$$,Japanese,Daniel Island,194 Seven Farms Dr,"Charleston, SC 29492",(843) 388-8828,3.5
https://s3-media4.fl.yelpcdn.com/bphoto/Gh2zMEnhQnQzVd07OLgvZw/90s.jpg,Vespa Pizza,https://www.yelp.com/biz/vespa-pizza-daniel-island?osq=Restaurants,90,$$,Pizza,Daniel Island,224 Seven Farms Dr,"Daniel Island, SC 29492",(843) 881-0101,3.5
https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Hong Kong Buffet Chinese Restaurant,https://www.yelp.com/biz/hong-kong-buffet-chinese-restaurant-charleston?osq=Restaurants,5,$,Chinese,Daniel Island,1757 Clements Ferry Rd,"Charleston, SC 29492",(843) 881-7188,4
https://s3-media1.fl.yelpcdn.com/bphoto/Gwc8GxR-6Y_j7VNVdXGAUw/90s.jpg,Tokyo Express,https://www.yelp.com/biz/tokyo-express-wando?osq=Restaurants,13,$,Chinese,Daniel Island,2500 Clements Ferry Rd,"Wando, SC 29492",(843) 856-5070,4
https://s3-media4.fl.yelpcdn.com/bphoto/znjqMDCmsz3Z3hS4uFdHcA/90s.jpg,Tropical Smoothie Cafe,https://www.yelp.com/biz/tropical-smoothie-cafe-charleston?osq=Restaurants,16,$,Caribbean,Daniel Island,186 Seven Farms Dr,"Charleston, SC 29492",(843) 352-7162,4
https://s3-media4.fl.yelpcdn.com/bphoto/j8r66hFWNK5puEZtwlzrTQ/90s.jpg,Blondies Bagels & Cafe,https://www.yelp.com/biz/blondies-bagels-and-cafe-charleston?osq=Restaurants,35,$,Bagels,Daniel Island,245 Seven Farms Dr,"Charleston, SC 29492",(843) 377-8671,4
https://s3-media4.fl.yelpcdn.com/bphoto/f2xO8jbeX9gXzik1_mnIhQ/90s.jpg,Dragon Palace,https://www.yelp.com/biz/dragon-palace-daniel-island?osq=Restaurants,76,$$,Chinese,Daniel Island,162 Seven Farms Dr,"Daniel Island, SC 29492",(843) 388-8823,4
https://s3-media4.fl.yelpcdn.com/bphoto/7hkUagfgE-vjg-0FOTWeIw/90s.jpg,Ali Baba Mediterranean Deli,https://www.yelp.com/biz/ali-baba-mediterranean-deli-daniel-island-3?osq=Restaurants,92,$,Mediterranean,Daniel Island,186 Seven Farms Dr,"Daniel Island, SC 29492",(843) 377-8666,4
https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,Sauer Grapes Wine Shop,https://www.yelp.com/biz/sauer-grapes-wine-shop-charleston?osq=Restaurants,3,,Tapas Bars,Daniel Island,125 River Landing Dr,"Charleston, SC 29492",(843) 709-8660,4.5
https://s3-media2.fl.yelpcdn.com/bphoto/_YLHj5OBBF3p1lrFz76Nig/90s.jpg,Juice Bar - Daniel Island,https://www.yelp.com/biz/juice-bar-daniel-island-charleston?osq=Restaurants,5,$,Juice Bars & Smoothies,Daniel Island,245 Seven Farms Dr,"Charleston, SC 29492",(843) 480-4021,4.5
https://s3-media1.fl.yelpcdn.com/bphoto/fcB67H_4fFB49_rxjZx-ag/90s.jpg,Laura Alberts Tasteful Options,https://www.yelp.com/biz/laura-alberts-tasteful-options-charleston?osq=Restaurants,57,$$,American,Daniel Island,891 Island Park Dr,"Charleston, SC 29492",(843) 881-4711,4.5
https://s3-media2.fl.yelpcdn.com/bphoto/0v8tQ8jJgq3NVKl01RZWEg/90s.jpg,Sermet's Courtyard,https://www.yelp.com/biz/sermets-courtyard-daniel-island-2?osq=Restaurants,58,$$,Mediterranean,Daniel Island,115 River Landing Dr,"Daniel Island, SC 29492",(843) 471-1777,4.5
https://s3-media4.fl.yelpcdn.com/bphoto/VjcBBVVshb_onAX2fdtATQ/90s.jpg,Orlando Brick Oven Pizza,https://www.yelp.com/biz/orlando-brick-oven-pizza-daniel-island?osq=Restaurants,78,$,Pizza,Daniel Island,295 Seven Farms Dr,"Daniel Island, SC 29492",(843) 884-6292,4.5
https://s3-media1.fl.yelpcdn.com/bphoto/aKmGBSRKitwSDS0uNZ-nqw/90s.jpg,DIG Street Kitchen,https://www.yelp.com/biz/dig-street-kitchen-charleston?osq=Restaurants,1,,Food Trucks,Daniel Island,2011 Clements Ferry Rd,"Charleston, SC 29492",(843) 408-6646,5
https://s3-media2.fl.yelpcdn.com/bphoto/H70gKF-kgupGtqEBi4smqQ/90s.jpg,Church's Chicken,https://www.yelp.com/biz/churchs-chicken-charleston-3?osq=Restaurants,3,,Chicken Wings,Eastside,492 Meeting St,"Charleston, SC 29403",(843) 723-3924,1
https://s3-media1.fl.yelpcdn.com/bphoto/SMdn_V5ijkK8XJm5LfT0HA/90s.jpg,Pizza Hut,https://www.yelp.com/biz/pizza-hut-charleston-17?osq=Restaurants,8,,Pizza,Eastside,483 Meeting Street,"Charleston, SC 29403",(843) 763-2700,1
https://s3-media1.fl.yelpcdn.com/bphoto/R1W23jEXOGR_RYpfU2iz-g/90s.jpg,Hot Mustard,https://www.yelp.com/biz/hot-mustard-charleston?osq=Restaurants,10,$,Chinese,Eastside,428 Meeting St,"Charleston, SC 29403",(843) 958-9699,3.5
https://s3-media2.fl.yelpcdn.com/bphoto/wS3wsH-6RdUSE3-xCJHuQA/90s.jpg,EastSide Soul Food,https://www.yelp.com/biz/eastside-soul-food-charleston?osq=Restaurants,1,,Soul Food,Eastside,46a America St,"Charleston, SC 29403",(843) 973-3100,4
https://s3-media3.fl.yelpcdn.com/bphoto/sc6dUQJWxoFBeJK8ZvATxQ/90s.jpg,The Meeting Room Restaurant & Tapas Bar,https://www.yelp.com/biz/the-meeting-room-restaurant-and-tapas-bar-charleston?osq=Restaurants,16,$$,Tapas/Small Plates,Eastside,425 Meeting St,"Charleston, SC 29403",(843) 718-2327,4
https://s3-media2.fl.yelpcdn.com/bphoto/WnV-JZXPcuHYulGb7Bwv5w/90s.jpg,Mercantile,https://www.yelp.com/biz/mercantile-charleston?osq=Restaurants,45,$$,Coffee & Tea,Eastside,701 E Bay St,"Charleston, SC 29403",(843) 793-2636,4.5
https://s3-media3.fl.yelpcdn.com/bphoto/QlX6PjDGrRXMM3ffEdfTsg/90s.jpg,Hannibal's Kitchen,https://www.yelp.com/biz/hannibals-kitchen-charleston?osq=Restaurants,46,$,Barbeque,Eastside,16 Blake St,"Charleston, SC 29403",(843) 722-2256,4.5
https://s3-media3.fl.yelpcdn.com/bphoto/WnT2fI2eGz1yocT-fCxPIQ/90s.jpg,Thrive Organic Eatery,https://www.yelp.com/biz/thrive-organic-eatery-charleston?osq=Restaurants,1,,American,Eastside,8 D Line St,"Charleston, SC 29403",(843) 789-4564,5
https://s3-media4.fl.yelpcdn.com/bphoto/OukaXAJBbGNYX7knF1R7yA/90s.jpg,181 Palmer,https://www.yelp.com/biz/181-palmer-charleston?osq=Restaurants,4,$$,American,Eastside,66 Columbus St,"Charleston, SC 29403",(843) 820-5087,5
https://s3-media2.fl.yelpcdn.com/bphoto/LgcWdv8oco7QDAfTQo8Yjg/90s.jpg,The Washout,https://www.yelp.com/biz/the-washout-folly-beach-3?osq=Restaurants,5,$$,American,Folly Beach,41 Center St,"Folly Beach, SC 29439",(843) 633-0143,3.5
